Yr,Loc,Env,Ana,Plot,Trt,Rep,Row,Pop,Fung,DI%,DS,DIX,Ybu,Ykg
2019,Arlington,15,Full-,114,22,1,30,200,NT,0,0,0,67.01,4506.4225
2019,Arlington,15,Full-,115,23,1,30,200,Amodel,0,0,0,69.68,4685.98
2019,Arlington,15,Full-,116,18,1,30,140,AR1R3,0,0,0,66.77,4490.2825
2019,Arlington,15,Full-,117,17,1,30,140,Amodel,0,0,0,65.06,4375.285
2019,Arlington,15,Full-,118,16,1,30,140,NT,0,0,0,63.53,4272.3925
2019,Arlington,15,Full-,119,15,1,30,110,AR1R3,0,0,0,59.87,4026.2575
2019,Arlington,15,Full-,120,14,1,30,110,Amodel,0,0,0,53.74,3614.015
2019,Arlington,15,Full-,121,13,1,30,110,NT,0,0,0,61.28,4121.08
2019,Arlington,15,Full-,122,21,1,30,170,AR1R3,0,0,0,59.09,3973.8025
2019,Arlington,15,Full-,123,20,1,30,170,Amodel,0,0,0,69.28,4659.08
2019,Arlington,15,Full-,124,19,1,30,170,NT,0,0,0,62.9,4230.025
2019,Arlington,15,Full-,201,7,2,15,170,NT,0,0,0,62.34,4192.365
2019,Arlington,15,Full-,202,8,2,15,170,Amodel,0,0,0,76.07,5115.7075
2019,Arlington,15,Full-,203,9,2,15,170,AR1R3,0,0,0,72.38,4867.555
2019,Arlington,15,Full-,204,11,2,15,200,Amodel,0,0,0,74.92,5038.37
2019,Arlington,15,Full-,205,12,2,15,200,AR1R3,0,0,0,75.18,5055.855
2019,Arlington,15,Full-,206,10,2,15,200,NT,0,0,0,72.7,4889.075
2019,Arlington,15,Full-,207,5,2,15,140,Amodel,0,0,0,55.56,3736.41
2019,Arlington,15,Full-,208,6,2,15,140,AR1R3,2.08,3,2.08,60.43,4063.9175
2019,Arlington,15,Full-,209,4,2,15,140,NT,0,0,0,69.94,4703.465
2019,Arlington,15,Full-,210,2,2,15,110,Amodel,0,0,0,65.73,4420.3425
2019,Arlington,15,Full-,211,3,2,15,110,AR1R3,0,0,0,55.99,3765.3275
2019,Arlington,15,Full-,212,1,2,15,110,NT,0,0,0,63.19,4249.5275
2019,Arlington,15,Full-,213,15,2,30,110,AR1R3,0,0,0,56.89,3825.8525
2019,Arlington,15,Full-,214,14,2,30,110,Amodel,0,0,0,61.49,4135.2025
2019,Arlington,15,Full-,215,13,2,30,110,NT,0,0,0,59.44,3997.34
2019,Arlington,15,Full-,216,16,2,30,140,NT,0,0,0,64.6,4344.35
2019,Arlington,15,Full-,217,18,2,30,140,AR1R3,0,0,0,64.33,4326.1925
2019,Arlington,15,Full-,218,17,2,30,140,Amodel,0,0,0,64.75,4354.4375
2019,Arlington,15,Full-,219,19,2,30,170,NT,0,0,0,62.69,4215.9025
2019,Arlington,15,Full-,220,21,2,30,170,AR1R3,0,0,0,59.23,3983.2175
2019,Arlington,15,Full-,221,20,2,30,170,Amodel,0,0,0,67.83,4561.5675
2019,Arlington,15,Full-,222,22,2,30,200,NT,0,0,0,72.86,4899.835
2019,Arlington,15,Full-,223,24,2,30,200,AR1R3,0,0,0,74.5,5010.125
2019,Arlington,15,Full-,224,23,2,30,200,Amodel,0,0,0,71.05,4778.1125
2019,Arlington,15,Full-,301,13,3,30,110,NT,0,0,0,54.89,3691.3525
2019,Arlington,15,Full-,302,15,3,30,110,AR1R3,0,0,0,64.46,4334.935
2019,Arlington,15,Full-,303,14,3,30,110,Amodel,0,0,0,58.1,3907.225
2019,Arlington,15,Full-,304,22,3,30,200,NT,0,0,0,71.49,4807.7025
2019,Arlington,15,Full-,305,24,3,30,200,AR1R3,0,0,0,62.77,4221.2825
2019,Arlington,15,Full-,306,23,3,30,200,Amodel,0,0,0,57.18,3845.355
2019,Arlington,15,Full-,307,16,3,30,140,NT,0,0,0,56.96,3830.56
2019,Arlington,15,Full-,308,18,3,30,140,AR1R3,0,0,0,50.64,3405.54
2019,Arlington,15,Full-,309,17,3,30,140,Amodel,0,0,0,66.58,4477.505
2019,Arlington,15,Full-,310,19,3,30,170,NT,0,0,0,72.39,4868.2275
2019,Arlington,15,Full-,311,20,3,30,170,Amodel,0,0,0,70.35,4731.0375
2019,Arlington,15,Full-,312,21,3,30,170,AR1R3,0,0,0,78,5245.5
2019,Arlington,15,Full-,313,11,3,15,200,Amodel,0,0,0,62.14,4178.915
2019,Arlington,15,Full-,314,10,3,15,200,NT,0,0,0,67.93,4568.2925
2019,Arlington,15,Full-,315,12,3,15,200,AR1R3,0,0,0,88.13,5926.7425
2019,Arlington,15,Full-,316,7,3,15,170,NT,0,0,0,73.23,4924.7175
2019,Arlington,15,Full-,317,8,3,15,170,Amodel,0,0,0,73.14,4918.665
2019,Arlington,15,Full-,318,9,3,15,170,AR1R3,0,0,0,68.34,4595.865
2019,Arlington,15,Full-,319,6,3,15,140,AR1R3,0,0,0,66.21,4452.6225
2019,Arlington,15,Full-,320,4,3,15,140,NT,0,0,0,66.09,4444.5525
2019,Arlington,15,Full-,321,5,3,15,140,Amodel,0,0,0,61.2,4115.7
2019,Arlington,15,Full-,322,1,3,15,110,NT,0,0,0,64.68,4349.73
2019,Arlington,15,Full-,323,2,3,15,110,Amodel,0,0,0,69.86,4698.085
2019,Arlington,15,Full-,324,3,3,15,110,AR1R3,0,0,0,67.73,4554.8425
2019,Arlington,15,Full-,401,23,4,30,200,Amodel,0,0,0,73.04,4911.94
2019,Arlington,15,Full-,402,24,4,30,200,AR1R3,0,0,0,75.97,5108.9825
2019,Arlington,15,Full-,403,22,4,30,200,NT,0,0,0,70.82,4762.645
2019,Arlington,15,Full-,404,14,4,30,110,Amodel,0,0,0,68.55,4609.9875
2019,Arlington,15,Full-,405,13,4,30,110,NT,0,0,0,67.63,4548.1175
2019,Arlington,15,Full-,406,15,4,30,110,AR1R3,0,0,0,61.27,4120.4075
2019,Arlington,15,Full-,407,18,4,30,140,AR1R3,0,0,0,60.57,4073.3325
2019,Arlington,15,Full-,408,17,4,30,140,Amodel,0,0,0,55.09,3704.8025
2019,Arlington,15,Full-,409,16,4,30,140,NT,0,0,0,58.81,3954.9725
2019,Arlington,15,Full-,410,20,4,30,170,Amodel,0,0,0,70.3,4727.675
2019,Arlington,15,Full-,411,19,4,30,170,NT,0,0,0,66.59,4478.1775
2019,Arlington,15,Full-,412,21,4,30,170,AR1R3,0,0,0,74.49,5009.4525
2019,Arlington,15,Full-,413,12,4,15,200,AR1R3,0,0,0,86.14,5792.915
2019,Arlington,15,Full-,414,11,4,15,200,Amodel,0,0,0,76.97,5176.2325
2019,Arlington,15,Full-,415,10,4,15,200,NT,0,0,0,75.12,5051.82
2019,Arlington,15,Full-,416,8,4,15,170,Amodel,0,0,0,77.81,5232.7225
2019,Arlington,15,Full-,417,9,4,15,170,AR1R3,0,0,0,88.08,5923.38
2019,Arlington,15,Full-,418,7,4,15,170,NT,0,0,0,73.09,4915.3025
2019,Arlington,15,Full-,419,2,4,15,110,Amodel,0,0,0,68.8,4626.8
2019,Arlington,15,Full-,420,3,4,15,110,AR1R3,0,0,0,76.32,5132.52
2019,Arlington,15,Full-,421,1,4,15,110,NT,0,0,0,66.6,4478.85
2019,Arlington,15,Full-,422,6,4,15,140,AR1R3,0,0,0,83.11,5589.1475
2019,Arlington,15,Full-,423,5,4,15,140,Amodel,0,0,0,63.96,4301.31
2019,Arlington,15,Full-,424,4,4,15,140,NT,0,0,0,71.67,4819.8075
2017,Arlington,1,Full+,101,5,1,15,140,Amodel,0,0,0,78.24,5261.64
2017,Arlington,1,Full+,102,4,1,15,140,NT,0,0,0,72.79,4895.1275
2017,Arlington,1,Full+,103,6,1,15,140,AR1R3,0,0,0,69.2,4653.7
2017,Arlington,1,Full+,104,12,1,15,200,AR1R3,1.59,3,1.59,63.38,4262.305
2017,Arlington,1,Full+,105,10,1,15,200,NT,6.15,1.75,3.59,54.62,3673.195
2017,Arlington,1,Full+,106,11,1,15,200,Amodel,1.61,1,0.54,74.34,4999.365
2017,Arlington,1,Full+,107,1,1,15,110,NT,2.7,1.5,1.35,71.62,4816.445
2017,Arlington,1,Full+,108,3,1,15,110,AR1R3,1.3,3,1.3,79.39,5338.9775
2017,Arlington,1,Full+,109,2,1,15,110,Amodel,1.72,2,1.15,59.51,4002.0475
2017,Arlington,1,Full+,110,9,1,15,170,AR1R3,3.53,1.67,1.96,61.42,4130.495
2017,Arlington,1,Full+,111,8,1,15,170,Amodel,1.98,3,1.98,64.35,4327.5375
2017,Arlington,1,Full+,112,7,1,15,170,NT,0,0,0,64.59,4343.6775
2017,Arlington,1,Full+,113,14,1,30,110,Amodel,0,0,0,59.49,4000.7025
2017,Arlington,1,Full+,114,13,1,30,110,NT,0,0,0,59.71,4015.4975
2017,Arlington,1,Full+,115,15,1,30,110,AR1R3,0,0,0,57.78,3885.705
2017,Arlington,1,Full+,116,18,1,30,140,AR1R3,1.63,2.33,1.27,71.31,4795.5975
2017,Arlington,1,Full+,117,16,1,30,140,NT,0.68,1,0.23,61.78,4154.705
2017,Arlington,1,Full+,118,17,1,30,140,Amodel,1.27,1,0.42,63.08,4242.13
2017,Arlington,1,Full+,119,21,1,30,170,AR1R3,0.6,3,0.6,70.19,4720.2775
