Yr,Loc,Env,Dis,Group,Trt,Rep,Row,Pop,Pop.ha,Fung,DI,DS,DIX,Ybu,Ykg,Inc_9,Inc_12,Inc_15,Seed.cost,Fung.cost,Total.cost,Profit9,Profit12,Profit15,PredSclerkg
2018,Hancock,Hancock-2018,1,Fully,8,3,15,170000,420000,Amodel,0,0,0,63.06937241,4241.4,1399.7,1866.2,2332.8,186,57.3,243.3,1156.4,1623,2089.5,0
2018,Hancock,Hancock-2018,1,Fully,2,1,15,110000,270000,Amodel,0,0,0,63.88708207,4296.4,1417.8,1890.4,2363,119.6,57.3,176.8,1241,1713.6,2186.2,0
2018,Hancock,Hancock-2018,1,Fully,5,1,15,140000,345000,Amodel,0,0,0,68.30208,4593.3,1515.8,2021.1,2526.3,152.8,57.3,210,1305.7,1811,2316.3,0
2018,Hancock,Hancock-2018,1,Fully,2,2,15,110000,270000,Amodel,0.43,3,0.43,70.44269517,4737.3,1563.3,2084.4,2605.5,119.6,57.3,176.8,1386.5,1907.6,2428.7,0.043
2018,Hancock,Hancock-2018,1,Fully,5,4,15,140000,345000,Amodel,0.34,1,0.11,74.08304276,4982.1,1644.1,2192.1,2740.1,152.8,57.3,210,1434,1982.1,2530.1,0.034
2018,Hancock,Hancock-2018,1,Fully,2,4,15,110000,270000,Amodel,1.28,1.67,0.71,75.03335172,5046,1665.2,2220.2,2775.3,119.6,57.3,176.8,1488.3,2043.4,2598.5,0.128
2018,Hancock,Hancock-2018,1,Fully,11,1,15,200000,495000,Amodel,0,0,0,75.45326345,5074.2,1674.5,2232.7,2790.8,219.2,57.3,276.5,1398,1956.2,2514.4,0
2018,Hancock,Hancock-2018,1,Fully,8,4,15,170000,420000,Amodel,0.88,1,0.29,78.79978966,5299.3,1748.8,2331.7,2914.6,186,57.3,243.3,1505.5,2088.4,2671.3,0.088
2018,Hancock,Hancock-2018,1,Fully,11,3,15,200000,495000,Amodel,0.83,2.33,0.64,78.91645034,5307.1,1751.4,2335.1,2918.9,219.2,57.3,276.5,1474.9,2058.7,2642.4,0.083
2018,Hancock,Hancock-2018,1,Fully,11,4,15,200000,495000,Amodel,0.82,2.33,0.64,79.2429,5329.1,1758.6,2344.8,2931,219.2,57.3,276.5,1482.1,2068.3,2654.5,0.082
2018,Hancock,Hancock-2018,1,Fully,5,2,15,140000,345000,Amodel,0.97,1,0.32,79.80066828,5366.6,1771,2361.3,2951.6,152.8,57.3,210,1560.9,2151.3,2741.6,0.097
2018,Hancock,Hancock-2018,1,Fully,5,3,15,140000,345000,Amodel,1.5,1,0.5,84.22175793,5663.9,1869.1,2492.1,3115.2,152.8,57.3,210,1659,2282.1,2905.1,0.15
2018,Hancock,Hancock-2018,1,Fully,8,2,15,170000,420000,Amodel,2.22,1.63,1.2,85.17966069,5728.3,1890.3,2520.5,3150.6,186,57.3,243.3,1647.1,2277.2,2907.3,0.222
2018,Hancock,Hancock-2018,1,Fully,23,4,30,200000,495000,Amodel,0,0,0,53.44144414,3593.9,1186,1581.3,1976.7,219.2,57.3,276.5,909.5,1304.9,1700.2,0
2018,Hancock,Hancock-2018,1,Fully,23,1,30,200000,495000,Amodel,0,0,0,56.09418138,3772.3,1244.9,1659.8,2074.8,219.2,57.3,276.5,968.4,1383.4,1798.3,0
2018,Hancock,Hancock-2018,1,Fully,14,4,30,110000,270000,Amodel,1.36,1,0.45,59.72626759,4016.6,1325.5,1767.3,2209.1,119.6,57.3,176.8,1148.6,1590.5,2032.3,0.136
2018,Hancock,Hancock-2018,1,Fully,17,2,30,140000,345000,Amodel,0,0,0,63.59426207,4276.7,1411.3,1881.8,2352.2,152.8,57.3,210,1201.3,1671.7,2142.1,0
2018,Hancock,Hancock-2018,1,Fully,14,3,30,110000,270000,Amodel,0,0,0,66.83213862,4494.5,1483.2,1977.6,2472,119.6,57.3,176.8,1306.3,1800.7,2295.1,0
2018,Hancock,Hancock-2018,1,Fully,17,4,30,140000,345000,Amodel,0.39,1,0.13,67.72703793,4554.6,1503,2004,2505.1,152.8,57.3,210,1293,1794,2295,0.039
2018,Hancock,Hancock-2018,1,Fully,14,1,30,110000,270000,Amodel,5.37,1.55,2.76,69.46902069,4671.8,1541.7,2055.6,2569.5,119.6,57.3,176.8,1364.9,1878.8,2392.7,0.537
2018,Hancock,Hancock-2018,1,Fully,17,3,30,140000,345000,Amodel,1.14,1.67,0.63,69.48479241,4672.9,1542,2056.1,2570.1,152.8,57.3,210,1332,1846,2360,0.114
2018,Hancock,Hancock-2018,1,Fully,20,2,30,170000,420000,Amodel,0.79,1.33,0.35,73.4444131,4939.1,1629.9,2173.2,2716.5,186,57.3,243.3,1386.7,1930,2473.3,0.079
2018,Hancock,Hancock-2018,1,Fully,14,2,30,110000,270000,Amodel,0.93,1,0.31,74.0953931,4982.9,1644.4,2192.5,2740.6,119.6,57.3,176.8,1467.5,2015.7,2563.8,0.093
2018,Hancock,Hancock-2018,1,Fully,17,1,30,140000,345000,Amodel,4.55,1.6,2.42,75.77161862,5095.6,1681.6,2242.1,2802.6,152.8,57.3,210,1471.5,2032,2592.6,0.455
2018,Hancock,Hancock-2018,1,Fully,20,1,30,170000,420000,Amodel,3.34,1.7,1.89,77.26734552,5196.2,1714.8,2286.3,2857.9,186,57.3,243.3,1471.5,2043.1,2614.7,0.334
2018,Hancock,Hancock-2018,1,Fully,20,3,30,170000,420000,Amodel,0,0,0,78.31186759,5266.5,1737.9,2317.2,2896.6,186,57.3,243.3,1494.7,2074,2653.3,0
2018,Hancock,Hancock-2018,1,Fully,20,4,30,170000,420000,Amodel,0,0,0,79.99785655,5379.9,1775.4,2367.1,2958.9,186,57.3,243.3,1532.1,2123.9,2715.7,0
2018,Hancock,Hancock-2018,1,Fully,23,2,30,200000,495000,Amodel,4.6,1.6,2.45,80.20981517,5394.1,1780.1,2373.4,2966.8,219.2,57.3,276.5,1503.6,2096.9,2690.3,0.46
2018,Hancock,Hancock-2018,1,Fully,23,3,30,200000,495000,Amodel,3.63,1.3,1.57,86.67772414,5829.1,1923.6,2564.8,3206,219.2,57.3,276.5,1647.1,2288.3,2929.5,0.363
2019,Hancock,Hancock-2019,1,Fully,5,2,15,140000,345000,Amodel,9.91,2.6,8.59,68.58,4612,1522,2029.3,2536.6,152.8,57.3,210,1311.9,1819.2,2326.6,0.991
2019,Hancock,Hancock-2019,1,Fully,8,3,15,170000,420000,Amodel,0.64,3,0.64,71.26,4792.2,1581.4,2108.6,2635.7,186,57.3,243.3,1338.2,1865.3,2392.5,0.064
2019,Hancock,Hancock-2019,1,Fully,2,3,15,110000,270000,Amodel,1.18,3,1.18,72.22,4856.8,1602.7,2137,2671.2,119.6,57.3,176.8,1425.9,1960.2,2494.4,0.118
2019,Hancock,Hancock-2019,1,Fully,5,3,15,140000,345000,Amodel,0,0,0,73.07,4914,1621.6,2162.1,2702.7,152.8,57.3,210,1411.6,1952.1,2492.6,0
2019,Hancock,Hancock-2019,1,Fully,2,1,15,110000,270000,Amodel,0.89,3,0.89,74.56,5014.2,1654.7,2206.2,2757.8,119.6,57.3,176.8,1477.8,2029.4,2581,0.089
2019,Hancock,Hancock-2019,1,Fully,2,2,15,110000,270000,Amodel,2.88,3,2.88,78.72,5293.9,1747,2329.3,2911.7,119.6,57.3,176.8,1570.2,2152.5,2734.8,0.288
2019,Hancock,Hancock-2019,1,Fully,11,2,15,200000,495000,Amodel,3.16,3,3.16,80.5,5413.6,1786.5,2382,2977.5,219.2,57.3,276.5,1510,2105.5,2701,0.316
2019,Hancock,Hancock-2019,1,Fully,2,4,15,110000,270000,Amodel,5.31,3,5.31,83.5,5615.4,1853.1,2470.8,3088.5,119.6,57.3,176.8,1676.2,2293.9,2911.6,0.531
2019,Hancock,Hancock-2019,1,Fully,8,4,15,170000,420000,Amodel,1.67,3,1.67,83.54,5618.1,1854,2471.9,3089.9,186,57.3,243.3,1610.7,2228.7,2846.7,0.167
2019,Hancock,Hancock-2019,1,Fully,5,4,15,140000,345000,Amodel,0,0,0,85.03,5718.3,1887,2516,3145,152.8,57.3,210,1677,2306,2935,0
2019,Hancock,Hancock-2019,1,Fully,5,1,15,140000,345000,Amodel,2.22,2,1.48,85.86,5774.1,1905.4,2540.6,3175.7,152.8,57.3,210,1695.4,2330.6,2965.7,0.222
2019,Hancock,Hancock-2019,1,Fully,11,4,15,200000,495000,Amodel,0.63,1,0.21,86.38,5809.1,1917,2556,3195,219.2,57.3,276.5,1640.5,2279.5,2918.5,0.063
2019,Hancock,Hancock-2019,1,Fully,8,2,15,170000,420000,Amodel,5.71,3,5.71,87.65,5894.5,1945.2,2593.6,3242,186,57.3,243.3,1701.9,2350.3,2998.7,0.571
2019,Hancock,Hancock-2019,1,Fully,8,1,15,170000,420000,Amodel,9.52,2.2,6.98,89.41,6012.8,1984.2,2645.6,3307.1,186,57.3,243.3,1741,2402.4,3063.8,0.952
2019,Hancock,Hancock-2019,1,Fully,11,3,15,200000,495000,Amodel,0,0,0,94.25,6338.3,2091.6,2788.9,3486.1,219.2,57.3,276.5,1815.2,2512.4,3209.6,0
2019,Hancock,Hancock-2019,1,Fully,11,1,15,200000,495000,Amodel,1.33,3,1.33,96,6456,2130.5,2840.6,3550.8,219.2,57.3,276.5,1854,2564.2,3274.3,0.133
2019,Hancock,Hancock-2019,1,Fully,17,2,30,140000,345000,Amodel,0,0,0,68.41,4600.6,1518.2,2024.3,2530.3,152.8,57.3,210,1308.1,1814.2,2320.3,0
2019,Hancock,Hancock-2019,1,Fully,14,3,30,110000,270000,Amodel,0.35,3,0.35,68.5,4606.6,1520.2,2026.9,2533.6,119.6,57.3,176.8,1343.4,1850.1,2356.8,0.035
2019,Hancock,Hancock-2019,1,Fully,23,4,30,200000,495000,Amodel,0.67,3,0.67,70.07,4712.2,1555,2073.4,2591.7,219.2,57.3,276.5,1278.6,1796.9,2315.2,0.067
2019,Hancock,Hancock-2019,1,Fully,23,3,30,200000,495000,Amodel,0,0,0,72.55,4879,1610.1,2146.8,2683.4,219.2,57.3,276.5,1333.6,1870.3,2407,0
2019,Hancock,Hancock-2019,1,Fully,23,1,30,200000,495000,Amodel,8.98,3,8.98,72.71,4889.7,1613.6,2151.5,2689.4,219.2,57.3,276.5,1337.1,1875,2412.9,0.898
2019,Hancock,Hancock-2019,1,Fully,20,3,30,170000,420000,Amodel,0,0,0,72.85,4899.2,1616.7,2155.6,2694.5,186,57.3,243.3,1373.5,1912.4,2451.3,0
2019,Hancock,Hancock-2019,1,Fully,14,4,30,110000,270000,Amodel,0,0,0,73.64,4952.3,1634.3,2179,2723.8,119.6,57.3,176.8,1457.4,2002.2,2546.9,0
2019,Hancock,Hancock-2019,1,Fully,20,4,30,170000,420000,Amodel,0.34,2,0.23,73.77,4961,1637.1,2182.9,2728.6,186,57.3,243.3,1393.9,1939.6,2485.3,0.034
2019,Hancock,Hancock-2019,1,Fully,17,1,30,140000,345000,Amodel,0.42,3,0.42,73.95,4973.1,1641.1,2188.2,2735.2,152.8,57.3,210,1431.1,1978.1,2525.2,0.042
2019,Hancock,Hancock-2019,1,Fully,17,4,30,140000,345000,Amodel,1.61,2,1.08,75.84,5100.2,1683.1,2244.1,2805.1,152.8,57.3,210,1473,2034.1,2595.1,0.161
2019,Hancock,Hancock-2019,1,Fully,20,1,30,170000,420000,Amodel,7.25,2.75,6.64,76.39,5137.2,1695.3,2260.4,2825.5,186,57.3,243.3,1452,2017.1,2582.2,0.725
2019,Hancock,Hancock-2019,1,Fully,20,2,30,170000,420000,Amodel,2.76,2.2,2.02,76.93,5173.5,1707.3,2276.4,2845.4,186,57.3,243.3,1464,2033.1,2602.2,0.276
2019,Hancock,Hancock-2019,1,Fully,14,2,30,110000,270000,Amodel,1.37,3,1.37,78.25,5262.3,1736.6,2315.4,2894.3,119.6,57.3,176.8,1559.7,2138.6,2717.4,0.137
2019,Hancock,Hancock-2019,1,Fully,17,3,30,140000,345000,Amodel,0.9,3,0.9,80.08,5385.4,1777.2,2369.6,2962,152.8,57.3,210,1567.1,2159.5,2751.9,0.09
2019,Hancock,Hancock-2019,1,Fully,23,2,30,200000,495000,Amodel,0,0,0,83.21,5595.9,1846.6,2462.2,3077.7,219.2,57.3,276.5,1570.2,2185.7,2801.3,0
2019,Hancock,Hancock-2019,1,Fully,14,1,30,110000,270000,Amodel,0,0,0,84.6,5689.4,1877.5,2503.3,3129.1,119.6,57.3,176.8,1700.7,2326.5,2952.3,0
2018,Lewiston,Lewiston-2018,0,Fully,5,1,15,140000,345000,Amodel,0,0,0,81.96,5511.8,1818.9,2425.2,3031.5,152.8,57.3,210,1608.9,2215.2,2821.5,0
2018,Lewiston,Lewiston-2018,0,Fully,2,2,15,110000,270000,Amodel,0,0,0,82.82,5569.6,1838,2450.6,3063.3,119.6,57.3,176.8,1661.2,2273.8,2886.5,0
2018,Lewiston,Lewiston-2018,0,Fully,2,1,15,110000,270000,Amodel,0,0,0,86.28,5802.3,1914.8,2553,3191.3,119.6,57.3,176.8,1737.9,2376.2,3014.5,0
2018,Lewiston,Lewiston-2018,0,Fully,11,1,15,200000,495000,Amodel,0,0,0,87.26,5868.2,1936.5,2582,3227.5,219.2,57.3,276.5,1660,2305.6,2951.1,0
2018,Lewiston,Lewiston-2018,0,Fully,5,3,15,140000,345000,Amodel,0,0,0,92.79,6240.1,2059.2,2745.7,3432.1,152.8,57.3,210,1849.2,2535.6,3222,0
2018,Lewiston,Lewiston-2018,0,Fully,2,4,15,110000,270000,Amodel,0,0,0,93.01,6254.9,2064.1,2752.2,3440.2,119.6,57.3,176.8,1887.3,2575.3,3263.4,0
2018,Lewiston,Lewiston-2018,0,Fully,5,2,15,140000,345000,Amodel,0,0,0,93.73,6303.3,2080.1,2773.5,3466.8,152.8,57.3,210,1870.1,2563.4,3256.8,0
2018,Lewiston,Lewiston-2018,0,Fully,11,2,15,200000,495000,Amodel,0,0,0,93.76,6305.4,2080.8,2774.4,3467.9,219.2,57.3,276.5,1804.3,2497.9,3191.5,0
2018,Lewiston,Lewiston-2018,0,Fully,8,1,15,170000,420000,Amodel,0,0,0,96.09,6462.1,2132.5,2843.3,3554.1,186,57.3,243.3,1889.2,2600,3310.9,0
2018,Lewiston,Lewiston-2018,0,Fully,5,4,15,140000,345000,Amodel,0,0,0,96.36,6480.2,2138.5,2851.3,3564.1,152.8,57.3,210,1928.4,2641.2,3354.1,0
2018,Lewiston,Lewiston-2018,0,Fully,8,4,15,170000,420000,Amodel,0,0,0,96.54,6492.3,2142.5,2856.6,3570.8,186,57.3,243.3,1899.2,2613.4,3327.5,0
2018,Lewiston,Lewiston-2018,0,Fully,8,3,15,170000,420000,Amodel,0,0,0,97.01,6523.9,2152.9,2870.5,3588.2,186,57.3,243.3,1909.6,2627.3,3344.9,0
2018,Lewiston,Lewiston-2018,0,Fully,2,3,15,110000,270000,Amodel,0,0,0,99.74,6707.5,2213.5,2951.3,3689.1,119.6,57.3,176.8,2036.7,2774.5,3512.3,0
2018,Lewiston,Lewiston-2018,0,Fully,11,4,15,200000,495000,Amodel,0,0,0,101.82,6847.4,2259.6,3012.9,3766.1,219.2,57.3,276.5,1983.2,2736.4,3489.6,0
2018,Lewiston,Lewiston-2018,0,Fully,11,3,15,200000,495000,Amodel,0,0,0,103.85,6983.9,2304.7,3072.9,3841.2,219.2,57.3,276.5,2028.2,2796.4,3564.7,0
2018,Lewiston,Lewiston-2018,0,Fully,8,2,15,170000,420000,Amodel,0,0,0,104.9,7054.5,2328,3104,3880,186,57.3,243.3,2084.7,2860.7,3636.7,0
2018,Lewiston,Lewiston-2018,0,Fully,20,4,30,170000,420000,Amodel,0,0,0,72.16,4852.8,1601.4,2135.2,2669,186,57.3,243.3,1358.2,1892,2425.8,0
2018,Lewiston,Lewiston-2018,0,Fully,17,1,30,140000,345000,Amodel,0,0,0,72.39,4868.2,1606.5,2142,2677.5,152.8,57.3,210,1396.5,1932,2467.5,0
2018,Lewiston,Lewiston-2018,0,Fully,14,2,30,110000,270000,Amodel,1,3,1,72.51,4876.3,1609.2,2145.6,2682,119.6,57.3,176.8,1432.3,1968.7,2505.1,0.1
2018,Lewiston,Lewiston-2018,0,Fully,20,1,30,170000,420000,Amodel,0,0,0,75.82,5098.9,1682.6,2243.5,2804.4,186,57.3,243.3,1439.4,2000.3,2561.1,0
2018,Lewiston,Lewiston-2018,0,Fully,23,4,30,200000,495000,Amodel,0,0,0,77.4,5205.2,1717.7,2290.3,2862.8,219.2,57.3,276.5,1441.2,2013.8,2586.4,0
2018,Lewiston,Lewiston-2018,0,Fully,20,3,30,170000,420000,Amodel,0.7,1,0.23,78.84,5302,1749.7,2332.9,2916.1,186,57.3,243.3,1506.4,2089.6,2672.8,0.07
2018,Lewiston,Lewiston-2018,0,Fully,23,3,30,200000,495000,Amodel,0,0,0,79.32,5334.3,1760.3,2347.1,2933.8,219.2,57.3,276.5,1483.8,2070.6,2657.4,0
2018,Lewiston,Lewiston-2018,0,Fully,17,3,30,140000,345000,Amodel,0,0,0,79.58,5351.8,1766.1,2354.8,2943.5,152.8,57.3,210,1556,2144.7,2733.4,0
2018,Lewiston,Lewiston-2018,0,Fully,14,1,30,110000,270000,Amodel,1.49,2,1,80.64,5423,1789.6,2386.1,2982.7,119.6,57.3,176.8,1612.8,2209.3,2805.8,0.149
2018,Lewiston,Lewiston-2018,0,Fully,17,4,30,140000,345000,Amodel,0,0,0,81.55,5484.2,1809.8,2413.1,3016.3,152.8,57.3,210,1599.8,2203,2806.3,0
2018,Lewiston,Lewiston-2018,0,Fully,14,3,30,110000,270000,Amodel,0,0,0,82.17,5525.9,1823.6,2431.4,3039.3,119.6,57.3,176.8,1646.7,2254.6,2862.4,0
2018,Lewiston,Lewiston-2018,0,Fully,14,4,30,110000,270000,Amodel,0.57,1,0.19,82.58,5553.5,1832.7,2443.5,3054.4,119.6,57.3,176.8,1655.8,2266.7,2877.6,0.057
2018,Lewiston,Lewiston-2018,0,Fully,23,1,30,200000,495000,Amodel,0,0,0,82.67,5559.6,1834.7,2446.2,3057.8,219.2,57.3,276.5,1558.2,2169.7,2781.3,0
2018,Lewiston,Lewiston-2018,0,Fully,20,2,30,170000,420000,Amodel,0.67,1.5,0.33,84.61,5690,1877.7,2503.6,3129.5,186,57.3,243.3,1634.4,2260.4,2886.3,0.067
2018,Lewiston,Lewiston-2018,0,Fully,17,2,30,140000,345000,Amodel,0,0,0,86.36,5807.7,1916.5,2555.4,3194.2,152.8,57.3,210,1706.5,2345.3,2984.2,0
2018,Lewiston,Lewiston-2018,0,Fully,23,2,30,200000,495000,Amodel,0,0,0,87.2,5864.2,1935.2,2580.2,3225.3,219.2,57.3,276.5,1658.7,2303.8,2948.8,0
2019,Lewiston,Lewiston-2019,1,Fully,5,1,15,140000,345000,Amodel,16.36,2.5,13.64,62.7,4216.6,1391.5,1855.3,2319.1,152.8,57.3,210,1181.4,1645.2,2109.1,1.636
2019,Lewiston,Lewiston-2019,1,Fully,2,1,15,110000,270000,Amodel,5.93,2,3.95,74.98,5042.4,1664,2218.7,2773.3,119.6,57.3,176.8,1487.2,2041.8,2596.5,0.593
2019,Lewiston,Lewiston-2019,1,Fully,5,2,15,140000,345000,Amodel,5.71,2.5,4.76,79.65,5356.5,1767.6,2356.8,2946.1,152.8,57.3,210,1557.6,2146.8,2736,0.571
2019,Lewiston,Lewiston-2019,1,Fully,8,3,15,170000,420000,Amodel,6.67,1.8,4,80.38,5405.6,1783.8,2378.4,2973.1,186,57.3,243.3,1540.6,2135.2,2729.8,0.667
2019,Lewiston,Lewiston-2019,1,Fully,8,1,15,170000,420000,Amodel,1.33,3,1.33,81.33,5469.4,1804.9,2406.6,3008.2,186,57.3,243.3,1561.7,2163.3,2764.9,0.133
2019,Lewiston,Lewiston-2019,1,Fully,5,4,15,140000,345000,Amodel,5.52,3,5.52,82.43,5543.4,1829.3,2439.1,3048.9,152.8,57.3,210,1619.3,2229.1,2838.8,0.552
2019,Lewiston,Lewiston-2019,1,Fully,2,2,15,110000,270000,Amodel,1.25,3,1.25,86.04,5786.2,1909.4,2545.9,3182.4,119.6,57.3,176.8,1732.6,2369.1,3005.6,0.125
2019,Lewiston,Lewiston-2019,1,Fully,11,1,15,200000,495000,Amodel,2.52,3,2.52,86.44,5813.1,1918.3,2557.8,3197.2,219.2,57.3,276.5,1641.8,2281.3,2920.7,0.252
2019,Lewiston,Lewiston-2019,1,Fully,2,4,15,110000,270000,Amodel,4.67,3,4.67,87.93,5913.3,1951.4,2601.8,3252.3,119.6,57.3,176.8,1774.6,2425,3075.5,0.467
2019,Lewiston,Lewiston-2019,1,Fully,11,4,15,200000,495000,Amodel,2.03,2.33,1.58,88.04,5920.7,1953.8,2605.1,3256.4,219.2,57.3,276.5,1677.4,2328.6,2979.9,0.203
2019,Lewiston,Lewiston-2019,1,Fully,5,3,15,140000,345000,Amodel,6.12,2.6,5.31,89.13,5994,1978,2637.4,3296.7,152.8,57.3,210,1768,2427.3,3086.7,0.612
2019,Lewiston,Lewiston-2019,1,Fully,11,3,15,200000,495000,Amodel,10.63,2,7.08,89.71,6033,1990.9,2654.5,3318.1,219.2,57.3,276.5,1714.4,2378,3041.7,1.063
2019,Lewiston,Lewiston-2019,1,Fully,2,3,15,110000,270000,Amodel,2.48,2,1.65,92.76,6238.1,2058.6,2744.8,3431,119.6,57.3,176.8,1881.7,2567.9,3254.1,0.248
2019,Lewiston,Lewiston-2019,1,Fully,8,2,15,170000,420000,Amodel,2.59,2.33,2.01,93.74,6304,2080.3,2773.8,3467.2,186,57.3,243.3,1837.1,2530.5,3223.9,0.259
2019,Lewiston,Lewiston-2019,1,Fully,11,2,15,200000,495000,Amodel,2.83,1.67,1.57,94.29,6341,2092.5,2790,3487.6,219.2,57.3,276.5,1816.1,2513.6,3211.1,0.283
2019,Lewiston,Lewiston-2019,1,Fully,8,4,15,170000,420000,Amodel,1.26,2,0.84,96.98,6521.9,2152.2,2869.6,3587,186,57.3,243.3,1909,2626.4,3343.8,0.126
2019,Lewiston,Lewiston-2019,1,Fully,20,1,30,170000,420000,Amodel,9.09,2.5,7.58,65.33,4393.4,1449.8,1933.1,2416.4,186,57.3,243.3,1206.6,1689.9,2173.1,0.909
2019,Lewiston,Lewiston-2019,1,Fully,14,2,30,110000,270000,Amodel,6.28,2.56,5.35,71.05,4778.1,1576.8,2102.4,2628,119.6,57.3,176.8,1399.9,1925.5,2451.1,0.628
2019,Lewiston,Lewiston-2019,1,Fully,23,4,30,200000,495000,Amodel,15.88,2.83,15,75.01,5044.4,1664.7,2219.5,2774.4,219.2,57.3,276.5,1388.2,1943.1,2498,1.588
2019,Lewiston,Lewiston-2019,1,Fully,23,1,30,200000,495000,Amodel,8.12,2.56,6.94,75.47,5075.4,1674.9,2233.2,2791.4,219.2,57.3,276.5,1398.4,1956.7,2515,0.812
2019,Lewiston,Lewiston-2019,1,Fully,23,2,30,200000,495000,Amodel,12.05,2.7,10.85,75.95,5107.6,1685.5,2247.4,2809.2,219.2,57.3,276.5,1409,1970.9,2532.7,1.205
2019,Lewiston,Lewiston-2019,1,Fully,20,2,30,170000,420000,Amodel,6.95,2.4,5.56,76.64,5154,1700.8,2267.8,2834.7,186,57.3,243.3,1457.6,2024.5,2591.5,0.695
2019,Lewiston,Lewiston-2019,1,Fully,17,4,30,140000,345000,Amodel,4.98,2.5,4.15,76.68,5156.7,1701.7,2269,2836.2,152.8,57.3,210,1491.7,2058.9,2626.2,0.498
2019,Lewiston,Lewiston-2019,1,Fully,14,3,30,110000,270000,Amodel,2.97,2.5,2.48,78.01,5246.2,1731.2,2308.3,2885.4,119.6,57.3,176.8,1554.4,2131.5,2708.6,0.297
2019,Lewiston,Lewiston-2019,1,Fully,17,2,30,140000,345000,Amodel,1.53,2.33,1.19,78.16,5256.3,1734.6,2312.8,2890.9,152.8,57.3,210,1524.5,2102.7,2680.9,0.153
2019,Lewiston,Lewiston-2019,1,Fully,14,1,30,110000,270000,Amodel,3.63,2.33,2.82,78.95,5309.4,1752.1,2336.1,2920.2,119.6,57.3,176.8,1575.3,2159.3,2743.3,0.363
2019,Lewiston,Lewiston-2019,1,Fully,17,3,30,140000,345000,Amodel,4.78,2.33,3.72,79.91,5373.9,1773.4,2364.5,2955.7,152.8,57.3,210,1563.4,2154.5,2745.6,0.478
2019,Lewiston,Lewiston-2019,1,Fully,23,3,30,200000,495000,Amodel,1.81,1.8,1.08,80.09,5386.1,1777.4,2369.9,2962.3,219.2,57.3,276.5,1500.9,2093.4,2685.9,0.181
2019,Lewiston,Lewiston-2019,1,Fully,14,4,30,110000,270000,Amodel,2.33,3,2.33,80.48,5412.3,1786.1,2381.4,2976.8,119.6,57.3,176.8,1609.2,2204.6,2799.9,0.233
2019,Lewiston,Lewiston-2019,1,Fully,20,3,30,170000,420000,Amodel,3.63,3,3.63,82.87,5573,1839.1,2452.1,3065.2,186,57.3,243.3,1595.8,2208.9,2821.9,0.363
2019,Lewiston,Lewiston-2019,1,Fully,20,4,30,170000,420000,Amodel,7.23,2.64,6.35,85.46,5747.2,1896.6,2528.8,3161,186,57.3,243.3,1653.3,2285.5,2917.7,0.723
2019,Lewiston,Lewiston-2019,1,Fully,17,1,30,140000,345000,Amodel,1.92,1.8,1.15,88.73,5967.1,1969.1,2625.5,3281.9,152.8,57.3,210,1759.1,2415.5,3071.9,0.192
2019,Montfort,Montfort-2019,1,Fully,2,1,15,110000,270000,Amodel,4.17,3,4.17,69.21,4654.4,1535.9,2047.9,2559.9,119.6,57.3,176.8,1359.1,1871.1,2383.1,0.417
2019,Montfort,Montfort-2019,1,Fully,2,2,15,110000,270000,Amodel,2.38,3,2.38,75.85,5100.9,1683.3,2244.4,2805.5,119.6,57.3,176.8,1506.5,2067.6,2628.7,0.238
2019,Montfort,Montfort-2019,1,Fully,2,3,15,110000,270000,Amodel,0.91,3,0.91,78.14,5254.9,1734.1,2312.2,2890.2,119.6,57.3,176.8,1557.3,2135.3,2713.4,0.091
2019,Montfort,Montfort-2019,1,Fully,5,4,15,140000,345000,Amodel,0,0,0,79.09,5318.8,1755.2,2340.3,2925.3,152.8,57.3,210,1545.2,2130.2,2715.3,0
2019,Montfort,Montfort-2019,1,Fully,5,2,15,140000,345000,Amodel,0,0,0,84.93,5711.5,1884.8,2513.1,3141.3,152.8,57.3,210,1674.8,2303,2931.3,0
2019,Montfort,Montfort-2019,1,Fully,11,2,15,200000,495000,Amodel,0,0,0,85.18,5728.4,1890.4,2520.5,3150.6,219.2,57.3,276.5,1613.9,2244,2874.1,0
2019,Montfort,Montfort-2019,1,Fully,8,1,15,170000,420000,Amodel,1.56,3,1.56,85.74,5766,1902.8,2537,3171.3,186,57.3,243.3,1659.5,2293.8,2928,0.156
2019,Montfort,Montfort-2019,1,Fully,8,2,15,170000,420000,Amodel,1.25,2,0.83,86.41,5811.1,1917.7,2556.9,3196.1,186,57.3,243.3,1674.4,2313.6,2952.8,0.125
2019,Montfort,Montfort-2019,1,Fully,5,1,15,140000,345000,Amodel,0.99,3,0.99,86.46,5814.4,1918.8,2558.4,3197.9,152.8,57.3,210,1708.7,2348.3,2987.9,0.099
2019,Montfort,Montfort-2019,1,Fully,11,3,15,200000,495000,Amodel,1.23,3,1.23,87,5850.8,1930.7,2574.3,3217.9,219.2,57.3,276.5,1654.3,2297.9,2941.4,0.123
2019,Montfort,Montfort-2019,1,Fully,2,4,15,110000,270000,Amodel,1.57,3,1.57,88.7,5965.1,1968.5,2624.6,3280.8,119.6,57.3,176.8,1791.6,2447.8,3104,0.157
2019,Montfort,Montfort-2019,1,Fully,5,3,15,140000,345000,Amodel,4.14,3,4.14,88.81,5972.5,1970.9,2627.9,3284.9,152.8,57.3,210,1760.9,2417.8,3074.8,0.414
