Yr,Loc,Env,Ana,Plot,Trt,Rep,Row,Pop,Fung,DI,DS,DIX,Ybu,Ykg
2019,Montfort,13,Full+,422,9,4,15,170,AR1R3,2.3,2.33,1.79,99.04,6660.44
2019,Montfort,13,Full+,423,7,4,15,170,NT,4.76,3,4.76,89.55,6022.2375
2019,Montfort,13,Full+,424,8,4,15,170,Amodel,4.42,3,4.42,91.01,6120.4225
2018,Hancock,5,Full+,101,7,1,15,170,NT,0.29,1,0.1,45.31616897,3047.512363
2018,Hancock,5,Full+,102,9,1,15,170,AR1R3,0,0,0,57.76890483,3884.95885
2018,Hancock,5,Full+,103,8,1,15,170,Amodel,0,0,0,47.41906552,3188.932156
2018,Hancock,5,Full+,104,3,1,15,110,AR1R3,0,0,0,40.99596828,2756.978867
2018,Hancock,5,Full+,105,1,1,15,110,NT,0,0,0,54.04777931,3634.713159
2018,Hancock,5,Full+,106,2,1,15,110,Amodel,0,0,0,63.88708207,4296.406269
2018,Hancock,5,Full+,107,6,1,15,140,AR1R3,0.32,1,0.11,69.78478897,4693.027058
2018,Hancock,5,Full+,108,4,1,15,140,NT,0.32,1,0.11,70.81754483,4762.47989
2018,Hancock,5,Full+,109,5,1,15,140,Amodel,0,0,0,68.30208,4593.31488
2018,Hancock,5,Full+,110,10,1,15,200,NT,0,0,0,70.36901034,4732.315945
2018,Hancock,5,Full+,111,12,1,15,200,AR1R3,0,0,0,69.62690483,4682.40935
2018,Hancock,5,Full+,112,11,1,15,200,Amodel,0,0,0,75.45326345,5074.231967
2018,Hancock,5,Full+,113,23,1,30,200,Amodel,0,0,0,56.09418138,3772.333698
2018,Hancock,5,Full+,114,24,1,30,200,AR1R3,0.28,1,0.09,60.57877517,4073.92263
2018,Hancock,5,Full+,115,22,1,30,200,NT,0,0,0,58.5202731,3935.488366
2018,Hancock,5,Full+,116,15,1,30,110,AR1R3,0.48,1,0.16,52.49180276,3530.073736
2018,Hancock,5,Full+,117,13,1,30,110,NT,0.47,1,0.16,63.00678621,4237.206373
2018,Hancock,5,Full+,118,14,1,30,110,Amodel,5.37,1.55,2.76,69.46902069,4671.791641
2018,Hancock,5,Full+,119,17,1,30,140,Amodel,4.55,1.6,2.42,75.77161862,5095.641352
2018,Hancock,5,Full+,120,18,1,30,140,AR1R3,2.33,1.33,1.03,83.22229793,5596.699536
2018,Hancock,5,Full+,121,16,1,30,140,NT,2.74,1.5,1.37,73.94852414,4973.038248
2018,Hancock,5,Full+,122,20,1,30,170,Amodel,3.34,1.7,1.89,77.26734552,5196.228986
2018,Hancock,5,Full+,123,21,1,30,170,AR1R3,1.23,1.75,0.72,72.61752414,4883.528498
2018,Hancock,5,Full+,124,19,1,30,170,NT,1.74,1.4,0.81,82.6137931,5555.777586
2018,Hancock,5,Full+,201,19,2,30,170,NT,1.53,1,0.51,63.44972966,4266.99432
2018,Hancock,5,Full+,202,21,2,30,170,AR1R3,0.61,2,0.41,68.2898131,4592.489931
2018,Hancock,5,Full+,203,20,2,30,170,Amodel,0.79,1.33,0.35,73.4444131,4939.136781
2018,Hancock,5,Full+,204,17,2,30,140,Amodel,0,0,0,63.59426207,4276.714124
2018,Hancock,5,Full+,205,16,2,30,140,NT,0,0,0,67.34526207,4528.968874
2018,Hancock,5,Full+,206,18,2,30,140,AR1R3,5.69,1.56,2.95,75.53888138,5079.989773
2018,Hancock,5,Full+,207,23,2,30,200,Amodel,4.6,1.6,2.45,80.20981517,5394.11007
2018,Hancock,5,Full+,208,22,2,30,200,NT,2.7,1.22,1.1,75.39234621,5070.135283
2018,Hancock,5,Full+,209,24,2,30,200,AR1R3,0.78,1.67,0.44,82.78119034,5567.03505
2018,Hancock,5,Full+,210,13,2,30,110,NT,0,0,0,71.23144828,4790.314897
2018,Hancock,5,Full+,211,14,2,30,110,Amodel,0.93,1,0.31,74.0953931,4982.915186
2018,Hancock,5,Full+,212,15,2,30,110,AR1R3,0.51,1,0.17,63.88708207,4296.406269
2018,Hancock,5,Full+,213,12,2,15,200,AR1R3,0,0,0,67.72203103,4554.306587
2018,Hancock,5,Full+,214,10,2,15,200,NT,0.26,1,0.09,60.48456207,4067.586799
2018,Hancock,5,Full+,215,11,2,15,200,Amodel,0,0,0,56.21142621,3780.218413
2018,Hancock,5,Full+,216,7,2,15,170,NT,0,0,0,65.57949655,4410.221143
2018,Hancock,5,Full+,217,9,2,15,170,AR1R3,0,0,0,82.60069172,5554.896518
2018,Hancock,5,Full+,218,8,2,15,170,Amodel,2.22,1.63,1.2,85.17966069,5728.332181
2018,Hancock,5,Full+,219,4,2,15,140,NT,4.4,1.6,2.35,77.13424552,5187.278011
2018,Hancock,5,Full+,220,6,2,15,140,AR1R3,0.34,1,0.11,78.03223241,5247.66763
2018,Hancock,5,Full+,221,5,2,15,140,Amodel,0.97,1,0.32,79.80066828,5366.594942
2018,Hancock,5,Full+,222,3,2,15,110,AR1R3,1.24,1.67,0.69,80.31646207,5401.282074
2018,Hancock,5,Full+,223,1,2,15,110,NT,1.25,1,0.42,80.90594069,5440.924511
2018,Hancock,5,Full+,224,2,2,15,110,Amodel,0.43,3,0.43,70.44269517,4737.27125
2018,Hancock,5,Full+,301,16,3,30,140,NT,0,0,0,65.06361931,4375.528399
2018,Hancock,5,Full+,302,17,3,30,140,Amodel,1.14,1.67,0.63,69.48479241,4672.85229
2018,Hancock,5,Full+,303,18,3,30,140,AR1R3,0,0,0,56.26466621,3783.798803
2018,Hancock,5,Full+,304,13,3,30,110,NT,0,0,0,55.11625103,3706.567882
2018,Hancock,5,Full+,305,14,3,30,110,Amodel,0,0,0,66.83213862,4494.461322
2018,Hancock,5,Full+,306,15,3,30,110,AR1R3,3.27,1,1.09,81.5877131,5486.773706
2018,Hancock,5,Full+,307,23,3,30,200,Amodel,3.63,1.3,1.57,86.67772414,5829.076948
2018,Hancock,5,Full+,308,22,3,30,200,NT,1.93,1.63,1.05,81.18232138,5459.511113
2018,Hancock,5,Full+,309,24,3,30,200,AR1R3,0,0,0,78.45907034,5276.37248
2018,Hancock,5,Full+,310,19,3,30,170,NT,0.59,1,0.2,82.65434897,5558.504968
2018,Hancock,5,Full+,311,20,3,30,170,Amodel,0,0,0,78.31186759,5266.473095
2018,Hancock,5,Full+,312,21,3,30,170,AR1R3,0.62,1.5,0.31,85.94004138,5779.467783
2018,Hancock,5,Full+,313,1,3,15,110,NT,0,0,0,52.53728207,3533.132219
2018,Hancock,5,Full+,314,2,3,15,110,Amodel,0.92,3,0.92,62.99552069,4236.448766
2018,Hancock,5,Full+,315,3,3,15,110,AR1R3,0,0,0,58.27693793,3919.124076
2018,Hancock,5,Full+,316,8,3,15,170,Amodel,0,0,0,63.06937241,4241.415295
2018,Hancock,5,Full+,317,9,3,15,170,AR1R3,0,0,0,68.52688966,4608.43333
2018,Hancock,5,Full+,318,7,3,15,170,NT,5.12,1.54,2.63,79.56309103,5350.617872
2018,Hancock,5,Full+,319,10,3,15,200,NT,4.95,1.75,2.89,70.14795586,4717.450032
2018,Hancock,5,Full+,320,11,3,15,200,Amodel,0.83,2.33,0.64,78.91645034,5307.131285
2018,Hancock,5,Full+,321,12,3,15,200,AR1R3,0.55,1,0.18,82.98931034,5581.03112
2018,Hancock,5,Full+,322,4,3,15,140,NT,1.52,1.5,0.76,82.91554207,5576.070204
2018,Hancock,5,Full+,323,5,3,15,140,Amodel,1.5,1,0.5,84.22175793,5663.913221
2018,Hancock,5,Full+,324,6,3,15,140,AR1R3,0,0,0,76.21497931,5125.457359
2018,Hancock,5,Full+,401,11,4,15,200,Amodel,0.82,2.33,0.64,79.2429,5329.085025
2018,Hancock,5,Full+,402,12,4,15,200,AR1R3,0.75,1.33,0.33,71.12563586,4783.199012
2018,Hancock,5,Full+,403,10,4,15,200,NT,0,0,0,59.06685931,3972.246289
2018,Hancock,5,Full+,404,1,4,15,110,NT,0,0,0,43.39994621,2918.646383
2018,Hancock,5,Full+,405,2,4,15,110,Amodel,1.28,1.67,0.71,75.03335172,5045.992903
2018,Hancock,5,Full+,406,3,4,15,110,AR1R3,4.51,1.42,2.13,84.81682759,5703.931655
2018,Hancock,5,Full+,407,7,4,15,170,NT,3.61,1.58,1.91,78.19437241,5258.571545
2018,Hancock,5,Full+,408,8,4,15,170,Amodel,0.88,1,0.29,78.79978966,5299.285855
2018,Hancock,5,Full+,409,9,4,15,170,AR1R3,0.29,1,0.1,73.03935517,4911.896635
2018,Hancock,5,Full+,410,5,4,15,140,Amodel,0.34,1,0.11,74.08304276,4982.084626
2018,Hancock,5,Full+,411,4,4,15,140,NT,0.4,1,0.13,65.87573793,4430.143376
2018,Hancock,5,Full+,412,6,4,15,140,AR1R3,0.32,1,0.11,69.9426731,4703.644766
2018,Hancock,5,Full+,413,14,4,30,110,Amodel,1.36,1,0.45,59.72626759,4016.591495
2018,Hancock,5,Full+,414,15,4,30,110,AR1R3,0.43,1,0.14,70.24876138,4724.229203
2018,Hancock,5,Full+,415,13,4,30,110,NT,0,0,0,50.37196621,3387.514728
2018,Hancock,5,Full+,416,23,4,30,200,Amodel,0,0,0,53.44144414,3593.937118
2018,Hancock,5,Full+,417,22,4,30,200,NT,0,0,0,74.69488552,5023.231051
2018,Hancock,5,Full+,418,24,4,30,200,AR1R3,1.45,1.5,0.72,76.51038621,5145.323473
2018,Hancock,5,Full+,419,19,4,30,170,NT,3.93,1.56,2.04,78.20897586,5259.553627
2018,Hancock,5,Full+,420,20,4,30,170,Amodel,0,0,0,79.99785655,5379.855853
2018,Hancock,5,Full+,421,21,4,30,170,AR1R3,0.64,1,0.21,82.10509241,5521.567465
2018,Hancock,5,Full+,422,17,4,30,140,Amodel,0.39,1,0.13,67.72703793,4554.643301
2018,Hancock,5,Full+,423,16,4,30,140,NT,0.41,1,0.14,72.39772138,4868.746763
2018,Hancock,5,Full+,424,18,4,30,140,AR1R3,0,0,0,67.06237241,4509.944545
2018,Lewiston,7,Full+,101,12,1,15,200,AR1R3,0,0,0,103.58,6965.755
2018,Lewiston,7,Full+,102,11,1,15,200,Amodel,0,0,0,87.26,5868.235
2018,Lewiston,7,Full+,103,10,1,15,200,NT,0,0,0,92.76,6238.11
2018,Lewiston,7,Full+,104,9,1,15,170,AR1R3,0,0,0,95.34,6411.615
2018,Lewiston,7,Full+,105,8,1,15,170,Amodel,0,0,0,96.09,6462.0525
2018,Lewiston,7,Full+,106,7,1,15,170,NT,0,0,0,92.15,6197.0875
2018,Lewiston,7,Full+,107,3,1,15,110,AR1R3,0,0,0,88.24,5934.14
2018,Lewiston,7,Full+,108,2,1,15,110,Amodel,0,0,0,86.28,5802.33
2018,Lewiston,7,Full+,109,1,1,15,110,NT,0,0,0,82.74,5564.265
2018,Lewiston,7,Full+,110,5,1,15,140,Amodel,0,0,0,81.96,5511.81
2018,Lewiston,7,Full+,111,6,1,15,140,AR1R3,0,0,0,83.41,5609.3225
2018,Lewiston,7,Full+,112,4,1,15,140,NT,0.32,3,0.32,87.32,5872.27
2018,Lewiston,7,Full+,113,15,1,30,110,AR1R3,0,0,0,82.12,5522.57
2018,Lewiston,7,Full+,114,14,1,30,110,Amodel,1.49,2,1,80.64,5423.04
2018,Lewiston,7,Full+,115,13,1,30,110,NT,0,0,0,92.54,6223.315
2018,Lewiston,7,Full+,116,24,1,30,200,AR1R3,0,0,0,83.02,5583.095
2018,Lewiston,7,Full+,117,22,1,30,200,NT,0,0,0,85.3,5736.425
2018,Lewiston,7,Full+,118,23,1,30,200,Amodel,0,0,0,82.67,5559.5575
2018,Lewiston,7,Full+,119,18,1,30,140,AR1R3,0,0,0,73.79,4962.3775
2018,Lewiston,7,Full+,120,16,1,30,140,NT,0,0,0,77.87,5236.7575
2018,Lewiston,7,Full+,121,17,1,30,140,Amodel,0,0,0,72.39,4868.2275
2018,Lewiston,7,Full+,122,21,1,30,170,AR1R3,0,0,0,79.57,5351.0825
2018,Lewiston,7,Full+,123,19,1,30,170,NT,0.7,2,0.47,74.27,4994.6575
2018,Lewiston,7,Full+,124,20,1,30,170,Amodel,0,0,0,75.82,5098.895
2018,Lewiston,7,Full+,201,23,2,30,200,Amodel,0,0,0,87.2,5864.2
2018,Lewiston,7,Full+,202,24,2,30,200,AR1R3,0,0,0,79.93,5375.2925
2018,Lewiston,7,Full+,203,22,2,30,200,NT,0,0,0,84.11,5656.3975
2018,Lewiston,7,Full+,204,13,2,30,110,NT,0,0,0,85.07,5720.9575
2018,Lewiston,7,Full+,205,15,2,30,110,AR1R3,0,0,0,82.63,5556.8675
2018,Lewiston,7,Full+,206,14,2,30,110,Amodel,1,3,1,72.51,4876.2975
2018,Lewiston,7,Full+,207,20,2,30,170,Amodel,0.67,1.5,0.33,84.61,5690.0225
2018,Lewiston,7,Full+,208,19,2,30,170,NT,0,0,0,88.66,5962.385
2018,Lewiston,7,Full+,209,21,2,30,170,AR1R3,0,0,0,83.82,5636.895
2018,Lewiston,7,Full+,210,16,2,30,140,NT,0,0,0,76.79,5164.1275
2018,Lewiston,7,Full+,211,18,2,30,140,AR1R3,0,0,0,76.36,5135.21
2018,Lewiston,7,Full+,212,17,2,30,140,Amodel,0,0,0,86.36,5807.71
2018,Lewiston,7,Full+,213,9,2,15,170,AR1R3,0,0,0,95.49,6421.7025
2018,Lewiston,7,Full+,214,7,2,15,170,NT,0,0,0,91.46,6150.685
2018,Lewiston,7,Full+,215,8,2,15,170,Amodel,0,0,0,104.9,7054.525
2018,Lewiston,7,Full+,216,4,2,15,140,NT,0.31,1,0.1,104.78,7046.455
2018,Lewiston,7,Full+,217,5,2,15,140,Amodel,0,0,0,93.73,6303.3425
2018,Lewiston,7,Full+,218,6,2,15,140,AR1R3,0,0,0,91.82,6174.895
2018,Lewiston,7,Full+,219,3,2,15,110,AR1R3,0,0,0,91.57,6158.0825
2018,Lewiston,7,Full+,220,1,2,15,110,NT,0.42,1,0.14,89.27,6003.4075
2018,Lewiston,7,Full+,221,2,2,15,110,Amodel,0,0,0,82.82,5569.645
2018,Lewiston,7,Full+,222,11,2,15,200,Amodel,0,0,0,93.76,6305.36
2018,Lewiston,7,Full+,223,12,2,15,200,AR1R3,0,0,0,92.22,6201.795
2018,Lewiston,7,Full+,224,10,2,15,200,NT,0,0,0,98.91,6651.6975
2018,Lewiston,7,Full+,301,19,3,30,170,NT,0,0,0,90.74,6102.265
2018,Lewiston,7,Full+,302,21,3,30,170,AR1R3,0,0,0,82.82,5569.645
2018,Lewiston,7,Full+,303,20,3,30,170,Amodel,0.7,1,0.23,78.84,5301.99
2018,Lewiston,7,Full+,304,22,3,30,200,NT,0,0,0,83.44,5611.34
2018,Lewiston,7,Full+,305,24,3,30,200,AR1R3,0,0,0,80.13,5388.7425
2018,Lewiston,7,Full+,306,23,3,30,200,Amodel,0,0,0,79.32,5334.27
2018,Lewiston,7,Full+,307,16,3,30,140,NT,1.35,1.67,0.75,82.94,5577.715
2018,Lewiston,7,Full+,308,18,3,30,140,AR1R3,0,0,0,76.91,5172.1975
2018,Lewiston,7,Full+,309,17,3,30,140,Amodel,0,0,0,79.58,5351.755
2018,Lewiston,7,Full+,310,13,3,30,110,NT,0,0,0,81.57,5485.5825
2018,Lewiston,7,Full+,311,15,3,30,110,AR1R3,0,0,0,80.59,5419.6775
2018,Lewiston,7,Full+,312,14,3,30,110,Amodel,0,0,0,82.17,5525.9325
2018,Lewiston,7,Full+,313,9,3,15,170,AR1R3,0,0,0,98.56,6628.16
2018,Lewiston,7,Full+,314,8,3,15,170,Amodel,0,0,0,97.01,6523.9225
2018,Lewiston,7,Full+,315,7,3,15,170,NT,0.28,1,0.09,96.61,6497.0225
2018,Lewiston,7,Full+,316,6,3,15,140,AR1R3,0,0,0,94.88,6380.68
2018,Lewiston,7,Full+,317,5,3,15,140,Amodel,0,0,0,92.79,6240.1275
2018,Lewiston,7,Full+,318,4,3,15,140,NT,0.32,3,0.32,99.96,6722.31
2018,Lewiston,7,Full+,319,2,3,15,110,Amodel,0,0,0,99.74,6707.515
2018,Lewiston,7,Full+,320,3,3,15,110,AR1R3,0,0,0,94.59,6361.1775
2018,Lewiston,7,Full+,321,1,3,15,110,NT,0,0,0,93.95,6318.1375
2018,Lewiston,7,Full+,322,11,3,15,200,Amodel,0,0,0,103.85,6983.9125
2018,Lewiston,7,Full+,323,12,3,15,200,AR1R3,0,0,0,94.09,6327.5525
2018,Lewiston,7,Full+,324,10,3,15,200,NT,0,0,0,99.12,6665.82
2018,Lewiston,7,Full+,401,17,4,30,140,Amodel,0,0,0,81.55,5484.2375
2018,Lewiston,7,Full+,402,18,4,30,140,AR1R3,0,0,0,81.12,5455.32
2018,Lewiston,7,Full+,403,16,4,30,140,NT,0,0,0,78.88,5304.68
2018,Lewiston,7,Full+,404,13,4,30,110,NT,0,0,0,89.85,6042.4125
2018,Lewiston,7,Full+,405,15,4,30,110,AR1R3,0,0,0,85.26,5733.735
2018,Lewiston,7,Full+,406,14,4,30,110,Amodel,0.57,1,0.19,82.58,5553.505
2018,Lewiston,7,Full+,407,19,4,30,170,NT,0,0,0,78.5,5279.125
2018,Lewiston,7,Full+,408,21,4,30,170,AR1R3,0,0,0,81.96,5511.81
2018,Lewiston,7,Full+,409,20,4,30,170,Amodel,0,0,0,72.16,4852.76
2018,Lewiston,7,Full+,410,24,4,30,200,AR1R3,0,0,0,73.38,4934.805
2018,Lewiston,7,Full+,411,23,4,30,200,Amodel,0,0,0,77.4,5205.15
2018,Lewiston,7,Full+,412,22,4,30,200,NT,0,0,0,73.53,4944.8925
2018,Lewiston,7,Full+,413,1,4,15,110,NT,0,0,0,88.14,5927.415
2018,Lewiston,7,Full+,414,3,4,15,110,AR1R3,0,0,0,89.9,6045.775
2018,Lewiston,7,Full+,415,2,4,15,110,Amodel,0,0,0,93.01,6254.9225
2018,Lewiston,7,Full+,416,10,4,15,200,NT,0,0,0,104.38,7019.555
2018,Lewiston,7,Full+,417,12,4,15,200,AR1R3,0,0,0,90.33,6074.6925
2018,Lewiston,7,Full+,418,11,4,15,200,Amodel,0,0,0,101.82,6847.395
2018,Lewiston,7,Full+,419,5,4,15,140,Amodel,0,0,0,96.36,6480.21
2018,Lewiston,7,Full+,420,6,4,15,140,AR1R3,0,0,0,98.14,6599.915
2018,Lewiston,7,Full+,421,4,4,15,140,NT,0,0,0,88.64,5961.04
2018,Lewiston,7,Full+,422,9,4,15,170,AR1R3,0,0,0,89.75,6035.6875
2018,Lewiston,7,Full+,423,7,4,15,170,NT,0,0,0,79.38,5338.305
2018,Lewiston,7,Full+,424,8,4,15,170,Amodel,0,0,0,96.54,6492.315
2017,Arlington,1,Full+,101,5,1,15,140,Amodel,0,0,0,78.24,5261.64
2017,Arlington,1,Full+,102,4,1,15,140,NT,0,0,0,72.79,4895.1275
2017,Arlington,1,Full+,103,6,1,15,140,AR1R3,0,0,0,69.2,4653.7
2017,Arlington,1,Full+,104,12,1,15,200,AR1R3,1.59,3,1.59,63.38,4262.305
2017,Arlington,1,Full+,105,10,1,15,200,NT,6.15,1.75,3.59,54.62,3673.195
2017,Arlington,1,Full+,106,11,1,15,200,Amodel,1.61,1,0.54,74.34,4999.365
2017,Arlington,1,Full+,107,1,1,15,110,NT,2.7,1.5,1.35,71.62,4816.445
2017,Arlington,1,Full+,108,3,1,15,110,AR1R3,1.3,3,1.3,79.39,5338.9775
2017,Arlington,1,Full+,109,2,1,15,110,Amodel,1.72,2,1.15,59.51,4002.0475
2017,Arlington,1,Full+,110,9,1,15,170,AR1R3,3.53,1.67,1.96,61.42,4130.495
2017,Arlington,1,Full+,111,8,1,15,170,Amodel,1.98,3,1.98,64.35,4327.5375
2017,Arlington,1,Full+,112,7,1,15,170,NT,0,0,0,64.59,4343.6775
2017,Arlington,1,Full+,113,14,1,30,110,Amodel,0,0,0,59.49,4000.7025
2017,Arlington,1,Full+,114,13,1,30,110,NT,0,0,0,59.71,4015.4975
2017,Arlington,1,Full+,115,15,1,30,110,AR1R3,0,0,0,57.78,3885.705
2017,Arlington,1,Full+,116,18,1,30,140,AR1R3,1.63,2.33,1.27,71.31,4795.5975
2017,Arlington,1,Full+,117,16,1,30,140,NT,0.68,1,0.23,61.78,4154.705
2017,Arlington,1,Full+,118,17,1,30,140,Amodel,1.27,1,0.42,63.08,4242.13
2017,Arlington,1,Full+,119,21,1,30,170,AR1R3,0.6,3,0.6,70.19,4720.2775
2017,Arlington,1,Full+,120,20,1,30,170,Amodel,0.6,3,0.6,69.06,4644.285
2017,Arlington,1,Full+,121,19,1,30,170,NT,0.63,3,0.63,58.69,3946.9025
2017,Arlington,1,Full+,122,24,1,30,200,AR1R3,0,0,0,59.93,4030.2925
2017,Arlington,1,Full+,123,23,1,30,200,Amodel,0,0,0,40.79,2743.1275
2017,Arlington,1,Full+,124,22,1,30,200,NT,0.83,1,0.28,50.41,3390.0725
2017,Arlington,1,Full+,201,2,2,15,110,Amodel,1.01,1,0.34,70.15,4717.5875
2017,Arlington,1,Full+,202,1,2,15,110,NT,0,0,0,63.74,4286.515
2017,Arlington,1,Full+,203,3,2,15,110,AR1R3,0,0,0,70.88,4766.68
2017,Arlington,1,Full+,204,9,2,15,170,AR1R3,0,0,0,76.44,5140.59
2017,Arlington,1,Full+,205,8,2,15,170,Amodel,0.79,3,0.79,76.3,5131.175
2017,Arlington,1,Full+,206,7,2,15,170,NT,0,0,0,80.17,5391.4325
2017,Arlington,1,Full+,207,6,2,15,140,AR1R3,0,0,0,76.06,5115.035
2017,Arlington,1,Full+,208,5,2,15,140,Amodel,0.99,3,0.99,74.03,4978.5175
2017,Arlington,1,Full+,209,4,2,15,140,NT,1.92,2.5,1.6,72.95,4905.8875
2017,Arlington,1,Full+,210,12,2,15,200,AR1R3,0,0,0,68.5,4606.625
2017,Arlington,1,Full+,211,11,2,15,200,Amodel,0,0,0,51.64,3472.79
2017,Arlington,1,Full+,212,10,2,15,200,NT,0,0,0,59.71,4015.4975
2017,Arlington,1,Full+,213,21,2,30,170,AR1R3,0.75,3,0.75,64.18,4316.105
2017,Arlington,1,Full+,214,20,2,30,170,Amodel,5.33,2.75,4.89,73.94,4972.465
2017,Arlington,1,Full+,215,19,2,30,170,NT,1.59,2.33,1.23,65.6,4411.6
2017,Arlington,1,Full+,216,17,2,30,140,Amodel,4.29,2,2.86,71.67,4819.8075
2017,Arlington,1,Full+,217,16,2,30,140,NT,3.69,1.75,2.15,73.64,4952.29
2017,Arlington,1,Full+,218,18,2,30,140,AR1R3,1.91,3,1.91,73.55,4946.2375
2017,Arlington,1,Full+,219,14,2,30,110,Amodel,2.5,2.67,2.22,71.4,4801.65
2017,Arlington,1,Full+,220,15,2,30,110,AR1R3,0,0,0,77.18,5190.355
2017,Arlington,1,Full+,221,13,2,30,110,NT,0,0,0,60.92,4096.87
2017,Arlington,1,Full+,222,24,2,30,200,AR1R3,0,0,0,56.55,3802.9875
2017,Arlington,1,Full+,223,23,2,30,200,Amodel,0.62,1,0.21,61.5,4135.875
2017,Arlington,1,Full+,224,22,2,30,200,NT,0,0,0,67.56,4543.41
2017,Arlington,1,Full+,301,1,3,15,110,NT,1.19,3,1.19,70.25,4724.3125
2017,Arlington,1,Full+,302,3,3,15,110,AR1R3,1.92,1,0.64,68.59,4612.6775
2017,Arlington,1,Full+,303,2,3,15,110,Amodel,13.48,2.08,9.36,57.83,3889.0675
2017,Arlington,1,Full+,304,6,3,15,140,AR1R3,14.16,1.81,8.55,63.66,4281.135
2017,Arlington,1,Full+,305,4,3,15,140,NT,7.76,2,5.17,64.24,4320.14
2017,Arlington,1,Full+,306,5,3,15,140,Amodel,3.96,1.5,1.98,64.31,4324.8475
2017,Arlington,1,Full+,307,7,3,15,170,NT,4.35,2,2.9,71.76,4825.86
2017,Arlington,1,Full+,308,9,3,15,170,AR1R3,0,0,0,71.11,4782.1475
2017,Arlington,1,Full+,309,8,3,15,170,Amodel,2.2,3,2.2,66.34,4461.365
2017,Arlington,1,Full+,310,10,3,15,200,NT,0.69,1,0.23,58.03,3902.5175
2017,Arlington,1,Full+,311,12,3,15,200,AR1R3,0,0,0,60.34,4057.865
2017,Arlington,1,Full+,312,11,3,15,200,Amodel,0.74,1,0.25,62.58,4208.505
2017,Arlington,1,Full+,313,16,3,30,140,NT,2.16,2.25,1.62,70.62,4749.195
2017,Arlington,1,Full+,314,18,3,30,140,AR1R3,0.47,3,0.47,73.59,4948.9275
2017,Arlington,1,Full+,315,17,3,30,140,Amodel,6.62,1.8,3.97,58.57,3938.8325
2017,Arlington,1,Full+,316,24,3,30,200,AR1R3,6.44,1.87,4.01,56.15,3776.0875
2017,Arlington,1,Full+,317,23,3,30,200,Amodel,5.58,1.91,3.55,53.46,3595.185
2017,Arlington,1,Full+,318,22,3,30,200,NT,3.57,1.86,2.21,71.4,4801.65
2017,Arlington,1,Full+,319,15,3,30,110,AR1R3,1.35,2.5,1.13,74.66,5020.885
2017,Arlington,1,Full+,320,13,3,30,110,NT,0,0,0,59.25,3984.5625
2017,Arlington,1,Full+,321,14,3,30,110,Amodel,0,0,0,52.68,3542.73
2017,Arlington,1,Full+,322,20,3,30,170,Amodel,0,0,0,44.14,2968.415
2017,Arlington,1,Full+,323,21,3,30,170,AR1R3,0,0,0,54.05,3634.8625
2017,Arlington,1,Full+,324,19,3,30,170,NT,0,0,0,52.16,3507.76
2017,Arlington,1,Full+,401,10,4,15,200,NT,2,2.33,1.56,75.17,5055.1825
2017,Arlington,1,Full+,402,12,4,15,200,AR1R3,0.64,3,0.64,64.32,4325.52
2017,Arlington,1,Full+,403,11,4,15,200,Amodel,1.37,2,0.91,65.77,4423.0325
2017,Arlington,1,Full+,404,4,4,15,140,NT,5.83,2.29,4.44,57.64,3876.29
2017,Arlington,1,Full+,405,5,4,15,140,Amodel,3.39,2.25,2.54,62.08,4174.88
2017,Arlington,1,Full+,406,6,4,15,140,AR1R3,0,0,0,66.41,4466.0725
2017,Arlington,1,Full+,407,9,4,15,170,AR1R3,0.88,1,0.29,70.32,4729.02
2017,Arlington,1,Full+,408,8,4,15,170,Amodel,0.83,3,0.83,61.21,4116.3725
2017,Arlington,1,Full+,409,7,4,15,170,NT,0,0,0,59.91,4028.9475
2017,Arlington,1,Full+,410,2,4,15,110,Amodel,0,0,0,52.24,3513.14
2017,Arlington,1,Full+,411,1,4,15,110,NT,0,0,0,53.05,3567.6125
2017,Arlington,1,Full+,412,3,4,15,110,AR1R3,0,0,0,52.8,3550.8
2017,Arlington,1,Full+,413,15,4,30,110,AR1R3,0.79,1,0.26,80.84,5436.49
2017,Arlington,1,Full+,414,13,4,30,110,NT,0.7,1,0.23,62.58,4208.505
2017,Arlington,1,Full+,415,14,4,30,110,Amodel,2.11,2.33,1.64,77.98,5244.155
2017,Arlington,1,Full+,416,21,4,30,170,AR1R3,2.63,1.8,1.58,76.4,5137.9
2017,Arlington,1,Full+,417,20,4,30,170,Amodel,4.88,2.38,3.86,68.8,4626.8
2017,Arlington,1,Full+,418,19,4,30,170,NT,0.43,3,0.43,82.21,5528.6225
2017,Arlington,1,Full+,419,16,4,30,140,NT,0.66,3,0.66,73.24,4925.39
2017,Arlington,1,Full+,420,17,4,30,140,Amodel,0.61,3,0.61,65.19,4384.0275
2017,Arlington,1,Full+,421,18,4,30,140,AR1R3,0.76,1,0.25,58.3,3920.675
2017,Arlington,1,Full+,422,23,4,30,200,Amodel,0.51,3,0.51,59.97,4032.9825
2017,Arlington,1,Full+,423,22,4,30,200,NT,0,0,0,60.99,4101.5775
2017,Arlington,1,Full+,424,24,4,30,200,AR1R3,0,0,0,68.82,4628.145
2017,Hancock,2,Full+,101,10,1,15,200,NT,45.86,2.79,42.64,68,4573
2017,Hancock,2,Full+,102,11,1,15,200,Amodel,61.43,2.58,52.9,60.72,4083.42
